month_of_service,daytype,daycount,route_or_line,ridership_total,ridership_average,ObjectId
2024/11/01 04:00:00+00,Saturday,5,Light Rail,450093,90019,384
2024/11/01 04:00:00+00,Saturday,5,Silver Line,104832,20966,385
2024/11/01 04:00:00+00,Saturday,5,Bus,786295,157259,386
2024/11/01 04:00:00+00,Saturday,5,All Bus,891128,178226,387
2024/11/01 04:00:00+00,Saturday,5,Commuter Rail,195480,39096,388
2024/11/01 04:00:00+00,Saturday,5,Ferry,3050,610,389
2024/11/01 04:00:00+00,Saturday,5,The RIDE,10175,2035,390
2024/11/01 04:00:00+00,Sunday,5,Blue Line,131106,26221,391
2024/11/01 04:00:00+00,Sunday,5,Orange Line,255855,51171,392
2024/11/01 04:00:00+00,Sunday,5,Red Line,250531,50106,393
2024/11/01 04:00:00+00,Sunday,5,Heavy Rail,637491,127498,394
2024/11/01 04:00:00+00,Sunday,5,Green Line,305132,61026,395
2024/11/01 04:00:00+00,Sunday,5,Mattapan Line,3751,750,396
2024/11/01 04:00:00+00,Sunday,5,Light Rail,308883,61777,397
2024/11/01 04:00:00+00,Sunday,5,Silver Line,81224,16245,398
2024/11/01 04:00:00+00,Sunday,5,Bus,503833,100767,399
2024/11/01 04:00:00+00,Sunday,5,All Bus,585057,117011,400
2024/11/01 04:00:00+00,Sunday,4,Commuter Rail,102994,25748,401
2024/11/01 04:00:00+00,Sunday,4,Ferry,2494,624,402
2024/11/01 04:00:00+00,Sunday,4,The RIDE,7884,1971,403
2024/11/01 04:00:00+00,Total,30,Blue Line,1298564,43285,404
2024/11/01 04:00:00+00,Total,30,Orange Line,2790084,93003,405
2024/11/01 04:00:00+00,Total,30,Red Line,2730122,91004,406
2024/11/01 04:00:00+00,Total,30,Heavy Rail,6818770,227292,407
2024/11/01 04:00:00+00,Total,30,Green Line,2916572,97219,408
2024/11/01 04:00:00+00,Total,30,Mattapan Line,66780,2226,409
2024/11/01 04:00:00+00,Total,30,Light Rail,2983352,99445,410
2024/11/01 04:00:00+00,Total,30,Silver Line,787712,26257,411
2024/11/01 04:00:00+00,Total,30,Bus,6859650,228655,412
2024/11/01 04:00:00+00,Total,30,All Bus,7647362,254912,413
2024/11/01 04:00:00+00,Total,30,Commuter Rail,2370524,79017,414
2024/11/01 04:00:00+00,Total,30,Ferry,91942,3065,415
2024/11/01 04:00:00+00,Total,30,The RIDE,100652,3355,416
2024/10/01 04:00:00+00,Weekday,22,Blue Line,1175590,53436,417
2024/10/01 04:00:00+00,Weekday,22,Orange Line,2409889,109540,418
2024/10/01 04:00:00+00,Weekday,22,Red Line,3208229,145829,419
2024/10/01 04:00:00+00,Weekday,22,Heavy Rail,6793708,308805,420
2024/10/01 04:00:00+00,Weekday,22,Green Line,2666399,121200,421
2024/10/01 04:00:00+00,Weekday,22,Mattapan Line,81929,3724,422
2024/10/01 04:00:00+00,Weekday,22,Light Rail,2748329,124924,423
2024/10/01 04:00:00+00,Weekday,22,Silver Line,751867,34176,424
2024/10/01 04:00:00+00,Weekday,22,Bus,6588892,299495,425
2024/10/01 04:00:00+00,Weekday,22,All Bus,7340758,333671,426
2024/10/01 04:00:00+00,Weekday,23,Commuter Rail,2531640,110071,427
2024/10/01 04:00:00+00,Weekday,23,Ferry,119940,5215,428
2024/10/01 04:00:00+00,Weekday,23,The RIDE,93196,4052,429
2024/10/01 04:00:00+00,Saturday,5,Blue Line,201580,40316,430
2024/10/01 04:00:00+00,Saturday,5,Orange Line,292065,58413,431
2024/10/01 04:00:00+00,Saturday,5,Red Line,494897,98979,432
2024/10/01 04:00:00+00,Saturday,5,Heavy Rail,988543,197709,433
2024/10/01 04:00:00+00,Saturday,5,Green Line,512440,102488,434
2024/10/01 04:00:00+00,Saturday,5,Mattapan Line,9873,1975,435
2024/10/01 04:00:00+00,Saturday,5,Light Rail,522313,104463,436
2024/10/01 04:00:00+00,Saturday,5,Silver Line,120068,24014,437
2024/10/01 04:00:00+00,Saturday,5,Bus,841554,168311,438
2024/10/01 04:00:00+00,Saturday,5,All Bus,961622,192324,439
2024/10/01 04:00:00+00,Saturday,4,Commuter Rail,204437,51109,440
2024/10/01 04:00:00+00,Saturday,4,Ferry,9767,2442,441
2024/10/01 04:00:00+00,Saturday,4,The RIDE,8668,2167,442
2024/10/01 04:00:00+00,Sunday,4,Blue Line,125444,31361,443
2024/10/01 04:00:00+00,Sunday,4,Orange Line,175548,43887,444
2024/10/01 04:00:00+00,Sunday,4,Red Line,306496,76624,445
2024/10/01 04:00:00+00,Sunday,4,Heavy Rail,607487,151872,446
2024/10/01 04:00:00+00,Sunday,4,Green Line,309002,77250,447
2024/10/01 04:00:00+00,Sunday,4,Mattapan Line,5287,1322,448
2024/10/01 04:00:00+00,Sunday,4,Light Rail,314288,78572,449
2024/10/01 04:00:00+00,Sunday,4,Silver Line,78904,19726,450
2024/07/01 04:00:00+00,Sunday,5,Red Line,233972,46794,451
2024/07/01 04:00:00+00,Sunday,5,Heavy Rail,709830,141966,452
2024/07/01 04:00:00+00,Sunday,5,Green Line,333166,66633,453
2024/07/01 04:00:00+00,Sunday,5,Mattapan Line,5418,1084,454
2024/07/01 04:00:00+00,Sunday,5,Light Rail,338584,67717,455
2024/07/01 04:00:00+00,Sunday,5,Silver Line,93990,18798,456
2024/07/01 04:00:00+00,Sunday,5,Bus,572532,114506,457
2024/07/01 04:00:00+00,Sunday,5,All Bus,666522,133304,458
2024/07/01 04:00:00+00,Sunday,4,Commuter Rail,109894,27474,459
2024/07/01 04:00:00+00,Sunday,4,Ferry,19379,4845,460
2024/07/01 04:00:00+00,Sunday,4,The RIDE,7160,1790,461
2024/07/01 04:00:00+00,Total,31,Blue Line,1572630,50730,462
2024/07/01 04:00:00+00,Total,31,Orange Line,2906973,93773,463
2024/07/01 04:00:00+00,Total,31,Red Line,2762700,89119,464
2024/07/01 04:00:00+00,Total,31,Heavy Rail,7242303,233623,465
2024/07/01 04:00:00+00,Total,31,Green Line,2881011,92936,466
2024/07/01 04:00:00+00,Total,31,Mattapan Line,77622,2504,467
2024/07/01 04:00:00+00,Total,31,Light Rail,2958632,95440,468
2024/07/01 04:00:00+00,Total,31,Silver Line,880384,28399,469
2024/07/01 04:00:00+00,Total,31,Bus,7041771,227154,470
2024/07/01 04:00:00+00,Total,31,All Bus,7922156,255553,471
2024/07/01 04:00:00+00,Total,31,Commuter Rail,2704837,87253,472
2024/07/01 04:00:00+00,Total,31,Ferry,204539,6598,473
2024/07/01 04:00:00+00,Total,31,The RIDE,96858,3124,474
2024/06/01 04:00:00+00,Weekday,20,Blue Line,997502,49875,475
2024/06/01 04:00:00+00,Weekday,20,Orange Line,1739974,86999,476
2024/06/01 04:00:00+00,Weekday,20,Red Line,2501402,125070,477
2024/06/01 04:00:00+00,Weekday,20,Heavy Rail,5238877,261944,478
2024/06/01 04:00:00+00,Weekday,20,Green Line,1883716,94186,479
2024/06/01 04:00:00+00,Weekday,20,Mattapan Line,65447,3272,480
2024/06/01 04:00:00+00,Weekday,20,Light Rail,1949163,97458,481
2024/06/01 04:00:00+00,Weekday,20,Silver Line,624972,31249,482
2024/06/01 04:00:00+00,Weekday,20,Bus,5181514,259076,483
2024/06/01 04:00:00+00,Weekday,20,All Bus,5806485,290324,484
2024/06/01 04:00:00+00,Weekday,20,Commuter Rail,2159079,107954,485
2024/06/01 04:00:00+00,Weekday,20,Ferry,120538,6027,486
2024/06/01 04:00:00+00,Weekday,20,The RIDE,75080,3754,487
2024/06/01 04:00:00+00,Saturday,5,Blue Line,193928,38786,488
2024/06/01 04:00:00+00,Saturday,5,Orange Line,259911,51982,489
2024/06/01 04:00:00+00,Saturday,5,Red Line,351493,70299,490
2024/06/01 04:00:00+00,Saturday,5,Heavy Rail,805333,161067,491
2024/06/01 04:00:00+00,Saturday,5,Green Line,400034,80007,492
2024/06/01 04:00:00+00,Saturday,5,Mattapan Line,8653,1731,493
2024/06/01 04:00:00+00,Saturday,5,Light Rail,408687,81737,494
2024/06/01 04:00:00+00,Saturday,5,Silver Line,111831,22366,495
2024/06/01 04:00:00+00,Saturday,5,Bus,818383,163677,496
2024/06/01 04:00:00+00,Saturday,5,All Bus,930214,186043,497
2024/06/01 04:00:00+00,Saturday,5,Commuter Rail,184375,36875,498
2024/06/01 04:00:00+00,Saturday,5,Ferry,21797,4359,499
2024/06/01 04:00:00+00,Saturday,5,The RIDE,9760,1952,500
2024/09/01 04:00:00+00,Sunday,6,Light Rail,494196,82366,501
2024/09/01 04:00:00+00,Sunday,6,Silver Line,109804,18301,502
2024/09/01 04:00:00+00,Sunday,6,Bus,705775,117629,503
2024/09/01 04:00:00+00,Sunday,6,All Bus,815579,135930,504
2024/09/01 04:00:00+00,Sunday,5,Commuter Rail,152865,30573,505
2024/09/01 04:00:00+00,Sunday,5,Ferry,13972,2794,506
2024/09/01 04:00:00+00,Sunday,5,The RIDE,9000,1800,507
2024/09/01 04:00:00+00,Total,30,Blue Line,1422837,47428,508
2024/09/01 04:00:00+00,Total,30,Orange Line,3151948,105065,509
2024/09/01 04:00:00+00,Total,30,Red Line,3159745,105325,510
2024/09/01 04:00:00+00,Total,30,Heavy Rail,7734530,257818,511
2024/09/01 04:00:00+00,Total,30,Green Line,3235983,107866,512
2024/09/01 04:00:00+00,Total,30,Mattapan Line,127781,4259,513
2024/09/01 04:00:00+00,Total,30,Light Rail,3363764,112125,514
2024/09/01 04:00:00+00,Total,30,Silver Line,840020,28001,515
2024/09/01 04:00:00+00,Total,30,Bus,7353516,245117,516
2024/09/01 04:00:00+00,Total,30,All Bus,8193536,273118,517
2024/09/01 04:00:00+00,Total,30,Commuter Rail,2608271,86942,518
2024/09/01 04:00:00+00,Total,30,Ferry,142024,4734,519
2024/09/01 04:00:00+00,Total,30,The RIDE,98681,3289,520
2024/08/01 04:00:00+00,Weekday,22,Blue Line,1007771,45808,521
2024/08/01 04:00:00+00,Weekday,22,Orange Line,2318117,105369,522
2024/08/01 04:00:00+00,Weekday,22,Red Line,2388188,108554,523
2024/08/01 04:00:00+00,Weekday,22,Heavy Rail,5714076,259731,524
2024/08/01 04:00:00+00,Weekday,22,Green Line,2211676,100531,525
2024/08/01 04:00:00+00,Weekday,22,Mattapan Line,59255,2693,526
2024/08/01 04:00:00+00,Weekday,22,Light Rail,2270932,103224,527
2024/08/01 04:00:00+00,Weekday,22,Silver Line,683452,31066,528
2024/08/01 04:00:00+00,Weekday,22,Bus,5745304,261150,529
2024/08/01 04:00:00+00,Weekday,22,All Bus,6428756,292216,530
2024/08/01 04:00:00+00,Weekday,22,Commuter Rail,2314957,105225,531
2024/08/01 04:00:00+00,Weekday,22,Ferry,140866,6403,532
2024/08/01 04:00:00+00,Weekday,22,The RIDE,80894,3677,533
2024/08/01 04:00:00+00,Saturday,5,Blue Line,187343,37469,534
2024/08/01 04:00:00+00,Saturday,5,Orange Line,274400,54880,535
2024/08/01 04:00:00+00,Saturday,5,Red Line,360977,72195,536
2024/08/01 04:00:00+00,Saturday,5,Heavy Rail,822720,164544,537
2024/08/01 04:00:00+00,Saturday,5,Green Line,414940,82988,538
2024/08/01 04:00:00+00,Saturday,5,Mattapan Line,7747,1549,539
2024/08/01 04:00:00+00,Saturday,5,Light Rail,422687,84537,540
2024/08/01 04:00:00+00,Saturday,5,Silver Line,111156,22231,541
2024/08/01 04:00:00+00,Saturday,5,Bus,828248,165650,542
2024/08/01 04:00:00+00,Saturday,5,All Bus,939404,187881,543
2024/08/01 04:00:00+00,Saturday,5,Commuter Rail,205581,41116,544
2024/08/01 04:00:00+00,Saturday,5,Ferry,28018,5604,545
2024/08/01 04:00:00+00,Saturday,5,The RIDE,9640,1928,546
2024/08/01 04:00:00+00,Sunday,4,Blue Line,121315,30329,547
2024/08/01 04:00:00+00,Sunday,4,Orange Line,153582,38396,548
2024/08/01 04:00:00+00,Sunday,4,Red Line,224624,56156,549
2024/08/01 04:00:00+00,Sunday,4,Heavy Rail,499521,124880,550
2024/05/01 04:00:00+00,Saturday,4,Ferry,7627,1907,551
2024/05/01 04:00:00+00,Saturday,4,The RIDE,7920,1980,552
2024/05/01 04:00:00+00,Sunday,4,Blue Line,118614,29654,553
2024/05/01 04:00:00+00,Sunday,4,Orange Line,192920,48230,554
2024/05/01 04:00:00+00,Sunday,4,Red Line,236515,59129,555
2024/05/01 04:00:00+00,Sunday,4,Heavy Rail,548049,137012,556
2024/05/01 04:00:00+00,Sunday,4,Green Line,246207,61552,557
2024/05/01 04:00:00+00,Sunday,4,Mattapan Line,4145,1036,558
2024/05/01 04:00:00+00,Sunday,4,Light Rail,250352,62588,559
2024/05/01 04:00:00+00,Sunday,4,Silver Line,74429,18607,560
2024/05/01 04:00:00+00,Sunday,4,Bus,435035,108759,561
2024/05/01 04:00:00+00,Sunday,4,All Bus,509464,127366,562
2024/05/01 04:00:00+00,Sunday,4,Commuter Rail,112825,28206,563
2024/05/01 04:00:00+00,Sunday,4,Ferry,6524,1631,564
2024/05/01 04:00:00+00,Sunday,4,The RIDE,6888,1722,565
2024/05/01 04:00:00+00,Total,31,Blue Line,1373447,44305,566
2024/05/01 04:00:00+00,Total,31,Orange Line,2658311,85752,567
2024/05/01 04:00:00+00,Total,31,Red Line,3117512,100565,568
2024/05/01 04:00:00+00,Total,31,Heavy Rail,7149269,230622,569
2024/05/01 04:00:00+00,Total,31,Green Line,2607128,84101,570
2024/05/01 04:00:00+00,Total,31,Mattapan Line,78555,2534,571
2024/05/01 04:00:00+00,Total,31,Light Rail,2685682,86635,572
2024/05/01 04:00:00+00,Total,31,Silver Line,883599,28503,573
2024/05/01 04:00:00+00,Total,31,Bus,7404088,238842,574
2024/05/01 04:00:00+00,Total,31,All Bus,8287688,267345,575
2024/05/01 04:00:00+00,Total,31,Commuter Rail,2678145,86392,576
2024/05/01 04:00:00+00,Total,31,Ferry,126341,4076,577
2024/05/01 04:00:00+00,Total,31,The RIDE,101725,3281,578
2024/04/01 04:00:00+00,Weekday,22,Blue Line,825297,37514,579
2024/04/01 04:00:00+00,Weekday,22,Orange Line,2398515,109023,580
2024/04/01 04:00:00+00,Weekday,22,Red Line,2785651,126620,581
2024/04/01 04:00:00+00,Weekday,22,Heavy Rail,6009462,273157,582
2024/04/01 04:00:00+00,Weekday,22,Green Line,2055985,93454,583
2024/04/01 04:00:00+00,Weekday,22,Mattapan Line,68470,3112,584
2024/04/01 04:00:00+00,Weekday,22,Light Rail,2124455,96566,585
2024/04/01 04:00:00+00,Weekday,22,Silver Line,650934,29588,586
2024/04/01 04:00:00+00,Weekday,22,Bus,5718315,259923,587
2024/04/01 04:00:00+00,Weekday,22,All Bus,6369249,289511,588
2024/04/01 04:00:00+00,Weekday,22,Commuter Rail,2312422,105110,589
2024/04/01 04:00:00+00,Weekday,22,Ferry,87622,3983,590
2024/04/01 04:00:00+00,Weekday,22,The RIDE,83160,3780,591
2024/04/01 04:00:00+00,Saturday,4,Blue Line,111573,27893,592
2024/04/01 04:00:00+00,Saturday,4,Orange Line,260859,65215,593
2024/04/01 04:00:00+00,Saturday,4,Red Line,320934,80234,594
2024/04/01 04:00:00+00,Saturday,4,Heavy Rail,693365,173341,595
2024/04/01 04:00:00+00,Saturday,4,Green Line,338515,84629,596
2024/04/01 04:00:00+00,Saturday,4,Mattapan Line,5258,1314,597
2024/04/01 04:00:00+00,Saturday,4,Light Rail,343773,85943,598
2024/04/01 04:00:00+00,Saturday,4,Silver Line,84896,21224,599
2024/04/01 04:00:00+00,Saturday,4,Bus,635244,158811,600
2024/08/01 04:00:00+00,Sunday,4,Green Line,263088,65772,601
2024/08/01 04:00:00+00,Sunday,4,Mattapan Line,4421,1105,602
2024/08/01 04:00:00+00,Sunday,4,Light Rail,267509,66877,603
2024/08/01 04:00:00+00,Sunday,4,Silver Line,75657,18914,604
2024/08/01 04:00:00+00,Sunday,4,Bus,454910,113728,605
2024/08/01 04:00:00+00,Sunday,4,All Bus,530567,132642,606
2024/08/01 04:00:00+00,Sunday,4,Commuter Rail,113568,28392,607
2024/08/01 04:00:00+00,Sunday,4,Ferry,16354,4088,608
2024/08/01 04:00:00+00,Sunday,4,The RIDE,6908,1727,609
2024/08/01 04:00:00+00,Total,31,Blue Line,1316429,42465,610
2024/08/01 04:00:00+00,Total,31,Orange Line,2746098,88584,611
2024/08/01 04:00:00+00,Total,31,Red Line,2973790,95929,612
2024/08/01 04:00:00+00,Total,31,Heavy Rail,7036318,226978,613
2024/08/01 04:00:00+00,Total,31,Green Line,2889704,93216,614
2024/08/01 04:00:00+00,Total,31,Mattapan Line,71424,2304,615
2024/08/01 04:00:00+00,Total,31,Light Rail,2961128,95520,616
2024/08/01 04:00:00+00,Total,31,Silver Line,870265,28073,617
2024/08/01 04:00:00+00,Total,31,Bus,7028462,226725,618
2024/08/01 04:00:00+00,Total,31,All Bus,7898727,254798,619
2024/08/01 04:00:00+00,Total,31,Commuter Rail,2634106,84971,620
2024/08/01 04:00:00+00,Total,31,Ferry,185238,5975,621
2024/08/01 04:00:00+00,Total,31,The RIDE,97461,3144,622
2024/07/01 04:00:00+00,Weekday,22,Blue Line,1188362,54016,623
2024/07/01 04:00:00+00,Weekday,22,Orange Line,2354152,107007,624
2024/07/01 04:00:00+00,Weekday,22,Red Line,2337907,106268,625
2024/07/01 04:00:00+00,Weekday,22,Heavy Rail,5880421,267292,626
2024/07/01 04:00:00+00,Weekday,22,Green Line,2236528,101660,627
2024/07/01 04:00:00+00,Weekday,22,Mattapan Line,65958,2998,628
2024/07/01 04:00:00+00,Weekday,22,Light Rail,2302486,104658,629
2024/07/01 04:00:00+00,Weekday,22,Silver Line,703362,31971,630
2024/07/01 04:00:00+00,Weekday,22,Bus,5827384,264881,631
2024/07/01 04:00:00+00,Weekday,22,All Bus,6530747,296852,632
2024/07/01 04:00:00+00,Weekday,22,Commuter Rail,2407465,109430,633
2024/07/01 04:00:00+00,Weekday,22,Ferry,156541,7116,634
2024/07/01 04:00:00+00,Weekday,22,The RIDE,81903,3723,635
2024/07/01 04:00:00+00,Saturday,4,Blue Line,187289,46822,636
2024/07/01 04:00:00+00,Saturday,4,Orange Line,273942,68486,637
2024/07/01 04:00:00+00,Saturday,4,Red Line,190821,47705,638
2024/07/01 04:00:00+00,Saturday,4,Heavy Rail,652052,163013,639
2024/07/01 04:00:00+00,Saturday,4,Green Line,311317,77829,640
2024/07/01 04:00:00+00,Saturday,4,Mattapan Line,6246,1562,641
2024/07/01 04:00:00+00,Saturday,4,Light Rail,317563,79391,642
2024/07/01 04:00:00+00,Saturday,4,Silver Line,83032,20758,643
2024/07/01 04:00:00+00,Saturday,4,Bus,641855,160464,644
2024/07/01 04:00:00+00,Saturday,4,All Bus,724887,181222,645
2024/07/01 04:00:00+00,Saturday,4,Commuter Rail,153030,38258,646
2024/07/01 04:00:00+00,Saturday,4,Ferry,23641,5910,647
2024/07/01 04:00:00+00,Saturday,4,The RIDE,7496,1874,648
2024/07/01 04:00:00+00,Sunday,5,Blue Line,196979,39396,649
2024/07/01 04:00:00+00,Sunday,5,Orange Line,278879,55776,650
2024/06/01 04:00:00+00,Sunday,5,Blue Line,153409,30682,651
2024/06/01 04:00:00+00,Sunday,5,Orange Line,191722,38344,652
2024/06/01 04:00:00+00,Sunday,5,Red Line,264857,52971,653
2024/06/01 04:00:00+00,Sunday,5,Heavy Rail,609988,121998,654
2024/06/01 04:00:00+00,Sunday,5,Green Line,299215,59843,655
2024/06/01 04:00:00+00,Sunday,5,Mattapan Line,5600,1120,656
2024/06/01 04:00:00+00,Sunday,5,Light Rail,304815,60963,657
2024/06/01 04:00:00+00,Sunday,5,Silver Line,92176,18435,658
2024/06/01 04:00:00+00,Sunday,5,Bus,557560,111512,659
2024/06/01 04:00:00+00,Sunday,5,All Bus,649737,129947,660
2024/06/01 04:00:00+00,Sunday,5,Commuter Rail,145348,29070,661
2024/06/01 04:00:00+00,Sunday,5,Ferry,14574,2915,662
2024/06/01 04:00:00+00,Sunday,5,The RIDE,8525,1705,663
2024/06/01 04:00:00+00,Total,30,Blue Line,1344839,44828,664
2024/06/01 04:00:00+00,Total,30,Orange Line,2191606,73054,665
2024/06/01 04:00:00+00,Total,30,Red Line,3117752,103925,666
2024/06/01 04:00:00+00,Total,30,Heavy Rail,6654197,221807,667
2024/06/01 04:00:00+00,Total,30,Green Line,2582965,86099,668
2024/06/01 04:00:00+00,Total,30,Mattapan Line,79700,2657,669
2024/06/01 04:00:00+00,Total,30,Light Rail,2662665,88756,670
2024/06/01 04:00:00+00,Total,30,Silver Line,854396,28480,671
2024/04/01 04:00:00+00,Saturday,4,All Bus,720140,180035,672
2024/06/01 04:00:00+00,Total,30,Bus,6754687,225156,673
2024/06/01 04:00:00+00,Total,30,All Bus,7609083,253636,674
2024/06/01 04:00:00+00,Total,30,Commuter Rail,2573753,85792,675
2024/06/01 04:00:00+00,Total,30,Ferry,160933,5364,676
2024/06/01 04:00:00+00,Total,30,The RIDE,93384,3113,677
2024/05/01 04:00:00+00,Weekday,22,Blue Line,1072946,48770,678
2024/05/01 04:00:00+00,Weekday,22,Orange Line,2156313,98014,679
2024/05/01 04:00:00+00,Weekday,22,Red Line,2544884,115677,680
2024/05/01 04:00:00+00,Weekday,22,Heavy Rail,5774143,262461,681
2024/05/01 04:00:00+00,Weekday,22,Green Line,1994557,90662,682
2024/05/01 04:00:00+00,Weekday,22,Mattapan Line,67393,3063,683
2024/05/01 04:00:00+00,Weekday,22,Light Rail,2061950,93725,684
2024/05/01 04:00:00+00,Weekday,22,Silver Line,707628,32165,685
2024/05/01 04:00:00+00,Weekday,22,Bus,6210738,282306,686
2024/05/01 04:00:00+00,Weekday,22,All Bus,6918366,314471,687
2024/05/01 04:00:00+00,Weekday,22,Commuter Rail,2405463,109339,688
2024/05/01 04:00:00+00,Weekday,22,Ferry,110043,5002,689
2024/05/01 04:00:00+00,Weekday,22,The RIDE,86894,3950,690
2024/05/01 04:00:00+00,Saturday,4,Blue Line,151993,37998,691
2024/05/01 04:00:00+00,Saturday,4,Orange Line,258169,64542,692
2024/05/01 04:00:00+00,Saturday,4,Red Line,281547,70387,693
2024/05/01 04:00:00+00,Saturday,4,Heavy Rail,691708,172927,694
2024/05/01 04:00:00+00,Saturday,4,Green Line,310605,77651,695
2024/05/01 04:00:00+00,Saturday,4,Mattapan Line,5745,1436,696
2024/05/01 04:00:00+00,Saturday,4,Light Rail,316350,79088,697
2024/05/01 04:00:00+00,Saturday,4,Silver Line,82152,20538,698
2024/05/01 04:00:00+00,Saturday,4,Bus,648126,162032,699
2024/05/01 04:00:00+00,Saturday,4,All Bus,730278,182570,700
2024/05/01 04:00:00+00,Saturday,4,Commuter Rail,132269,33067,701
2024/04/01 04:00:00+00,Saturday,4,Commuter Rail,115486,28872,702
2024/04/01 04:00:00+00,Saturday,4,The RIDE,7660,1915,703
2024/04/01 04:00:00+00,Sunday,4,Blue Line,88285,22071,704
2024/04/01 04:00:00+00,Sunday,4,Orange Line,200639,50160,705
2024/04/01 04:00:00+00,Sunday,4,Red Line,251970,62992,706
2024/04/01 04:00:00+00,Sunday,4,Heavy Rail,540895,135224,707
2024/04/01 04:00:00+00,Sunday,4,Green Line,271123,67781,708
2024/04/01 04:00:00+00,Sunday,4,Mattapan Line,3382,846,709
2024/04/01 04:00:00+00,Sunday,4,Light Rail,274505,68626,710
2024/04/01 04:00:00+00,Sunday,4,Silver Line,72026,18006,711
2024/04/01 04:00:00+00,Sunday,4,Bus,443476,110869,712
2024/04/01 04:00:00+00,Sunday,4,All Bus,515502,128876,713
2024/04/01 04:00:00+00,Sunday,4,Commuter Rail,113558,28390,714
2024/04/01 04:00:00+00,Sunday,4,The RIDE,6876,1719,715
2024/04/01 04:00:00+00,Total,30,Blue Line,1021698,34057,716
2024/04/01 04:00:00+00,Total,30,Orange Line,2845851,94862,717
2024/04/01 04:00:00+00,Total,30,Red Line,3343380,111446,718
2024/04/01 04:00:00+00,Total,30,Heavy Rail,7210929,240364,719
2024/04/01 04:00:00+00,Total,30,Green Line,2660864,88695,720
2024/04/01 04:00:00+00,Total,30,Mattapan Line,76549,2552,721
2024/04/01 04:00:00+00,Total,30,Light Rail,2737413,91247,722
2024/04/01 04:00:00+00,Total,30,Silver Line,835010,27834,723
2024/04/01 04:00:00+00,Total,30,Bus,6981285,232710,724
2024/04/01 04:00:00+00,Total,30,All Bus,7816296,260543,725
2024/04/01 04:00:00+00,Total,30,Commuter Rail,2541466,84716,726
2024/04/01 04:00:00+00,Total,30,Ferry,93989,3133,727
2024/04/01 04:00:00+00,Total,30,The RIDE,97699,3257,728
2024/03/01 05:00:00+00,Weekday,21,Blue Line,958314,45634,729
2024/03/01 05:00:00+00,Weekday,21,Orange Line,2026736,96511,730
2024/03/01 05:00:00+00,Weekday,21,Red Line,2499645,119031,731
2024/03/01 05:00:00+00,Weekday,21,Heavy Rail,5484695,261176,732
2024/03/01 05:00:00+00,Weekday,21,Green Line,1657764,78941,733
2024/03/01 05:00:00+00,Weekday,21,Mattapan Line,66824,3182,734
2024/03/01 05:00:00+00,Weekday,21,Light Rail,1724588,82123,735
2024/03/01 05:00:00+00,Weekday,21,Silver Line,658405,31353,736
2024/03/01 05:00:00+00,Weekday,21,Bus,5798089,276099,737
2024/03/01 05:00:00+00,Weekday,21,All Bus,6456494,307452,738
2024/03/01 05:00:00+00,Weekday,21,Commuter Rail,2179134,103768,739
2024/03/01 05:00:00+00,Weekday,21,Ferry,70838,3373,740
2024/03/01 05:00:00+00,Weekday,21,The RIDE,82089,3909,741
2024/03/01 05:00:00+00,Saturday,5,Blue Line,165360,33072,742
2024/03/01 05:00:00+00,Saturday,5,Orange Line,306697,61339,743
2024/03/01 05:00:00+00,Saturday,5,Red Line,310278,62056,744
2024/03/01 05:00:00+00,Saturday,5,Heavy Rail,782335,156467,745
2024/03/01 05:00:00+00,Saturday,5,Green Line,306701,61340,746
2024/03/01 05:00:00+00,Saturday,5,Mattapan Line,4615,923,747
2024/03/01 05:00:00+00,Saturday,5,Light Rail,311315,62263,748
2024/03/01 05:00:00+00,Saturday,5,Silver Line,101271,20254,749
